공항명,항공기 제조사 모델,충격 정도,비행날짜,항공사,출발지(주),비행의 단계,야생동물 크기,야생동물 종,시간대,기타 비용,수리 비용,총 비용,지시 속도(노트)
PORTLAND INTL (OR),A-320,,1994-07-28,NORTHWEST AIRLINES,오리건,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,
HOUSTON-HOBBY,B-737-200,,1994-07-28,SOUTHWEST AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,200
CHICAGO O'HARE INTL ARPT,DC-10-10,,1994-07-29,AMERICAN AIRLINES,일리노이,진입,크다,알 수 없는 새 - 큼,낮,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-07-29,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,낮,0,0,0,170
DALLAS/FORT WORTH INTL ARPT,SAAB-340,,1994-07-29,AMERICAN EAGLE AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,
CHICAGO MIDWAY INTL ARPT,B-737-200,,1994-07-29,SOUTHWEST AIRLINES,일리노이,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,
GREATER PITTSBURGH,FOKKER F100,,1994-07-29,US AIRWAYS*,펜실베니아,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
GREATER PITTSBURGH,DC-9,,1994-07-30,US AIRWAYS*,펜실베니아,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,120
WASHINGTON DULLES INTL ARPT,B-757-200,,1994-07-31,UNITED AIRLINES,워싱턴 DC,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,170
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DC-9-30,,1994-07-31,ABX AIR,켄터키,착륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
EPPLEY AIRFIELD,FOKKER F100,,1994-08-01,AMERICAN AIRLINES,네브래스카,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,MD-80,,1994-08-01,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,132
MINETA SAN JOSE INTL,MD-80,,1994-08-01,AMERICAN AIRLINES,켈리포니아,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
NEW ORLEANS INTL,EMB-120,,1994-08-01,EXPRESSJET (CONTINENTAL EXPRS),루이지애나,이륙,작다,비둘기,낮,0,0,0,
CHICAGO MIDWAY INTL ARPT,BA-31 JETSTR,,1994-08-02,UNKNOWN,일리노이,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
NASHVILLE INTL,B-737,,1994-08-02,SOUTHWEST AIRLINES,테네시,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,140
CHICAGO O'HARE INTL ARPT,B-757-200,엄청난,1994-08-03,UNITED AIRLINES,일리노이,이륙,크다,캐나다 거위,황혼,1565354,0,1565354,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-08-03,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,낮,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-08-03,MILITARY,루이지애나,이륙,중간,알 수 없는 새/박쥐,황혼,0,0,0,120
ATLANTA INTL,MD-88,,1994-08-03,DELTA AIR LINES,조지아,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,135
GREATER PITTSBURGH,FOKKER F100,,1994-08-03,US AIRWAYS*,펜실베니아,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
CHICAGO O'HARE INTL ARPT,B-737,,1994-08-04,UNITED AIRLINES,일리노이,이륙,크다,캐나다 거위,낮,0,0,0,141
CLEVELAND-HOPKINS INTL ARPT,DHC8 DASH 8,,1994-08-04,CHAUTAUQUA AIRLINES,오하이오,착륙,작다,알 수 없는 새 - 작음,새벽,0,0,0,
NASHVILLE INTL,BA-31 JETSTR,,1994-08-04,AMERICAN EAGLE AIRLINES,테네시,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,190
KANSAS CITY INTL,B-737-300,,1994-08-04,DELTA AIR LINES,미주리,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
LOUISVILLE INTL ARPT,B-737-200,,1994-08-04,SOUTHWEST AIRLINES,켄터키,이륙,작다,미국울새,낮,0,0,0,120
LAMBERT-ST LOUIS INTL,B-737-200,,1994-08-05,SOUTHWEST AIRLINES,미주리,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,250
SALT LAKE CITY INTL,B-727,,1994-08-05,DELTA AIR LINES,유나,착륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
SAN ANTONIO INTL,MD-82,,1994-08-05,AMERICAN AIRLINES,텍사스,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,110
AUSTIN-BERGSTROM INTL,FOKKER F100,,1994-08-05,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,140
NASHVILLE INTL,FOKKER F100,,1994-08-05,AMERICAN AIRLINES,테네시,상승,작다,제비,낮,0,0,0,180
SAN ANTONIO INTL,SHORTS SC7,,1994-08-06,ATLANTIC COAST AIRLINES,텍사스,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
CHARLESTON AFB/INTL ARPT,C-141B,,1994-08-06,MILITARY,사우스 캐롤라이나,진입,중간,알 수 없는 새/박쥐,황혼,0,0,0,200
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-757-200,,1994-08-06,DELTA AIR LINES,켄터키,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,,1994-08-07,ATLANTIC COAST AIRLINES,워싱턴 DC,진입,크다,알 수 없는 새 - 큼,낮,0,0,0,130
JOHN F KENNEDY INTL,ATR-42,,1994-08-07,AMERICAN AIRLINES,뉴욕,진입,작다,우는비둘기,낮,0,0,0,110
NEWARK LIBERTY INTL ARPT,B-737-300,,1994-08-07,CONTINENTAL AIRLINES,뉴저지,착륙,작다,흰점찌르레기,낮,0,0,0,
SALT LAKE CITY INTL,B-737,,1994-08-08,UNITED AIRLINES,유나,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
CHICAGO O'HARE INTL ARPT,FOKKER F100,,1994-08-08,AMERICAN AIRLINES,일리노이,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,130
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-08-09,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,밤,0,0,0,140
NASHVILLE INTL,FOKKER F100,,1994-08-09,AMERICAN AIRLINES,테네시,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,130
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-08-10,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,새벽,0,0,0,150
MINNEAPOLIS-ST PAUL INTL,A-320,,1994-08-10,NORTHWEST AIRLINES,미네소타,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,140
CLEVELAND-HOPKINS INTL ARPT,MD-80,,1994-08-11,CONTINENTAL AIRLINES,오하이오,착륙,작다,흰점찌르레기,황혼,0,0,0,135
CHICAGO O'HARE INTL ARPT,FOKKER F100,,1994-08-12,AMERICAN AIRLINES,일리노이,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,150
CHARLESTON AFB/INTL ARPT,C-141B,,1994-08-12,MILITARY,사우스 캐롤라이나,이륙,중간,알 수 없는 새/박쥐,낮,0,0,0,115
PHILADELPHIA INTL,B-737-300,,1994-08-12,US AIRWAYS*,펜실베니아,상승,작다,미국울새,낮,0,0,0,155
BARKSDALE AIR FORCE BASE ARPT,A-10A,,1994-08-12,MILITARY,루이지애나,이륙,작다,미국울새,낮,0,0,0,150
CHICAGO O'HARE INTL ARPT,C-130H,,1994-08-13,MILITARY,일리노이,이륙,중간,알 수 없는 새/박쥐,낮,0,0,0,110
CHARLOTTE/DOUGLAS INTL ARPT,B-737-400,,1994-08-13,US AIRWAYS*,노스 캐롤라이나,진입,작다,우는비둘기,낮,0,0,0,140
INDIANAPOLIS INTL,B-737,,1994-08-13,US AIRWAYS*,인디아나,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,150
CHICAGO O'HARE INTL ARPT,FOKKER F100,,1994-08-13,US AIRWAYS*,일리노이,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
ORLANDO INTL,B-737-200,,1994-08-14,US AIRWAYS*,플로리다,상승,크다,알 수 없는 새 - 큼,낮,0,0,0,200
CHICAGO O'HARE INTL ARPT,FOKKER F100,,1994-08-14,AMERICAN AIRLINES,일리노이,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,121
KANSAS CITY INTL,B-737-200,,1994-08-14,SOUTHWEST AIRLINES,미주리,착륙,중간,알 수 없는 새 - 중간,밤,0,0,0,135
CHICAGO O'HARE INTL ARPT,B-737,,1994-08-14,UNITED AIRLINES,일리노이,상승,작다,흰점찌르레기,낮,0,0,0,170
SEATTLE-TACOMA INTL,B-737-400,,1994-08-15,ALASKA AIRLINES,워싱턴,착륙,작다,흰점찌르레기,낮,0,0,0,135
CHARLOTTE/DOUGLAS INTL ARPT,C-560,소소한,1994-08-16,BUSINESS,노스 캐롤라이나,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,120
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-767,,1994-08-16,DELTA AIR LINES,켄터키,진입,작다,우는비둘기,낮,0,0,0,120
LAMBERT-ST LOUIS INTL,B-737-200,,1994-08-17,SOUTHWEST AIRLINES,미주리,상승,중간,알 수 없는 새 - 중간,새벽,0,0,0,250
RONALD REAGAN WASHINGTON NATL,B-757-200,,1994-08-18,AMERICAN AIRLINES,워싱턴 DC,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,127
CHARLESTON AFB/INTL ARPT,C-17A,,1994-08-19,MILITARY,사우스 캐롤라이나,진입,중간,알 수 없는 새/박쥐,낮,0,0,0,160
CHARLESTON AFB/INTL ARPT,C-141B,,1994-08-19,MILITARY,사우스 캐롤라이나,이륙,중간,알 수 없는 새/박쥐,낮,0,0,0,100
HOUSTON-HOBBY,B-737-200,,1994-08-19,SOUTHWEST AIRLINES,텍사스,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,130
INDIANAPOLIS INTL,MD-80,,1994-08-19,AMERICAN AIRLINES,인디아나,진입,작다,비둘기,낮,0,0,0,140
JOHN F KENNEDY INTL,B-727,,1994-08-19,DELTA AIR LINES,뉴욕,상승,작다,웃는갈매기,낮,0,0,0,
JOHN F KENNEDY INTL,B-757-200,,1994-08-19,UNITED AIRLINES,뉴욕,상승,작다,웃는갈매기,낮,0,0,0,
PORT COLUMBUS INTL,EMB-120,,1994-08-19,EXPRESSJET (CONTINENTAL EXPRS),오하이오,착륙,작다,우는비둘기,낮,0,0,0,
PHILADELPHIA INTL,DC-9-30,,1994-08-20,US AIRWAYS*,펜실베니아,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,160
CHICAGO O'HARE INTL ARPT,B-727-200,,1994-08-20,AMERICAN AIRLINES,일리노이,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,170
RONALD REAGAN WASHINGTON NATL,B-737-300,소소한,1994-08-21,US AIRWAYS*,워싱턴 DC,착륙,크다,알 수 없는 새 - 큼,밤,0,0,0,140
INDIANAPOLIS INTL,SAAB-340,,1994-08-21,COMAIR AIRLINES,인디아나,착륙,중간,알 수 없는 새 - 중간,낮,0,0,0,32
PORTLAND INTL (OR),B-757-200,,1994-08-21,UNITED AIRLINES,오리건,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
CHARLESTON AFB/INTL ARPT,C-141B,,1994-08-21,MILITARY,사우스 캐롤라이나,진입,중간,알 수 없는 새/박쥐,밤,0,0,0,200
EPPLEY AIRFIELD,B-737-300,,1994-08-22,DELTA AIR LINES,네브래스카,착륙,크다,알 수 없는 새 - 큼,낮,0,0,0,110
BALTIMORE WASH INTL,B-737-400,,1994-08-22,US AIRWAYS*,메릴랜드,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
BALTIMORE WASH INTL,B-737-200,,1994-08-22,SOUTHWEST AIRLINES,메릴랜드,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,140
CHICAGO O'HARE INTL ARPT,B-737,,1994-08-23,UNITED AIRLINES,일리노이,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-08-24,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,밤,0,0,0,140
ATLANTA INTL,B-737-300,,1994-08-24,CONTINENTAL AIRLINES,조지아,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,135
CHICAGO O'HARE INTL ARPT,B-727,,1994-08-24,UNITED AIRLINES,일리노이,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,
PORT COLUMBUS INTL,B-737-200,,1994-08-25,AMERICA WEST AIRLINES,오하이오,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,120
GEORGE BUSH INTERCONTINENTAL,MD-80,,1994-08-25,CONTINENTAL AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,
EPPLEY AIRFIELD,CL-RJ100/200,,1994-08-26,COMAIR AIRLINES,네브래스카,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,145
SAN ANTONIO INTL,B-737-300,,1994-08-26,SOUTHWEST AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,250
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,중간,1994-08-26,US AIRWAYS*,노스 캐롤라이나,착륙,작다,알 수 없는 새 - 작음,밤,0,0,0,100
SALT LAKE CITY INTL,B-767,,1994-08-27,DELTA AIR LINES,유나,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,140
SALT LAKE CITY INTL,B-757-200,,1994-08-27,DELTA AIR LINES,유나,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
CHICAGO O'HARE INTL ARPT,MD-82,중간,1994-08-28,AMERICAN AIRLINES,일리노이,진입,중간,알 수 없는 새 - 중간,황혼,0,0,0,170
RONALD REAGAN WASHINGTON NATL,DC-9,,1994-08-28,AMERICAN AIRLINES,워싱턴 DC,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,160
ATLANTIC CITY INTL,LEARJET-35,엄청난,1994-08-28,BUSINESS,뉴저지,이륙,작다,아메리카황조롱이,낮,54787,195669,250456,
ATLANTA INTL,L-1011,,1994-08-28,DELTA AIR LINES,조지아,착륙,작다,알 수 없는 새 - 작음,밤,0,0,0,100
CHARLOTTE/DOUGLAS INTL ARPT,DC-9-30,중간,1994-08-29,US AIRWAYS*,노스 캐롤라이나,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,170
LAMBERT-ST LOUIS INTL,BA-31 JETSTR,,1994-08-29,TRANS STATES AIRLINES,미주리,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
CHARLESTON AFB/INTL ARPT,C-9,,1994-08-29,MILITARY,사우스 캐롤라이나,이륙,중간,알 수 없는 새/박쥐,황혼,0,0,0,90
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-08-29,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,밤,0,0,0,130
INDIANAPOLIS INTL,B-737-200,,1994-08-29,UNITED AIRLINES,인디아나,진입,작다,킬디어,낮,0,0,0,145
NASHVILLE INTL,B-737,,1994-08-29,SOUTHWEST AIRLINES,테네시,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,160
ATLANTA INTL,B-757-200,,1994-08-30,DELTA AIR LINES,조지아,진입,작다,흰점찌르레기,낮,0,0,0,130
BALTIMORE WASH INTL,B-737-300,,1994-08-30,US AIRWAYS*,메릴랜드,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-737-500,,1994-08-31,CONTINENTAL AIRLINES,켄터키,착륙,크다,캐나다 거위,낮,0,0,0,110
NASHVILLE INTL,B-737-300,엄청난,1994-08-31,SOUTHWEST AIRLINES,테네시,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,95
NASHVILLE INTL,B-727,,1994-08-31,AMERICAN AIRLINES,테네시,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,130
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,SAAB-340,엄청난,1994-09-01,COMAIR AIRLINES,켄터키,착륙,크다,캐나다 거위,낮,0,0,0,90
SAN FRANCISCO INTL ARPT,MD-80,,1994-09-01,AMERICAN AIRLINES,켈리포니아,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,B-757-200,,1994-09-01,AMERICAN AIRLINES,텍사스,하강,중간,알 수 없는 새 - 중간,밤,0,0,0,250
LOUISVILLE INTL ARPT,B-737,,1994-09-01,SOUTHWEST AIRLINES,켄터키,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,100
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DC-9,,1994-09-02,TRANS WORLD AIRLINES,켄터키,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
BALTIMORE WASH INTL,DC-9-30,,1994-09-02,ABX AIR,메릴랜드,이륙,중간,알 수 없는 새 - 중간,밤,0,0,0,
EPPLEY AIRFIELD,MD-82,,1994-09-02,AMERICAN AIRLINES,네브래스카,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727-200,,1994-09-03,DELTA AIR LINES,켄터키,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,,1994-09-03,AMERICAN AIRLINES,텍사스,상승,작다,알 수 없는 새 - 작음,새벽,0,0,0,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,,1994-09-03,DELTA AIR LINES,켄터키,이륙,작다,흰점찌르레기,낮,0,0,0,
NASHVILLE INTL,SAAB-340,,1994-09-04,AMERICAN EAGLE AIRLINES,테네시,진입,작다,알 수 없는 새 - 작음,황혼,0,0,0,120
DALLAS/FORT WORTH INTL ARPT,MD-80,,1994-09-05,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,128
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,,1994-09-05,ATLANTIC COAST AIRLINES,워싱턴 DC,하강,작다,알 수 없는 새 - 작음,낮,0,0,0,230
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-09-06,MILITARY,루이지애나,상승,중간,알 수 없는 새/박쥐,밤,0,0,0,160
CHICAGO O'HARE INTL ARPT,MD-80,,1994-09-06,AMERICAN AIRLINES,일리노이,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,155
NASHVILLE INTL,MD-80,,1994-09-06,AMERICAN AIRLINES,테네시,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,145
SALT LAKE CITY INTL,MD-83,,1994-09-06,UNKNOWN,유나,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,150
NASHVILLE INTL,DC-9,,1994-09-06,US AIRWAYS*,테네시,진입,작다,우는비둘기,황혼,0,0,0,200
DALLAS/FORT WORTH INTL ARPT,MD-80,,1994-09-06,AMERICAN AIRLINES,텍사스,상승,작다,우는비둘기,황혼,0,0,0,160
CHICAGO MIDWAY INTL ARPT,B-737-200,,1994-09-06,SOUTHWEST AIRLINES,일리노이,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,180
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,,1994-09-07,ATLANTIC COAST AIRLINES,워싱턴 DC,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,190
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-09-08,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,밤,0,0,0,130
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DC-9,,1994-09-08,NORTHWEST AIRLINES,켄터키,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,140
BALTIMORE WASH INTL,B-727-200,,1994-09-08,US AIRWAYS*,메릴랜드,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,250
AUSTIN-BERGSTROM INTL,FOKKER F100,,1994-09-08,AMERICAN AIRLINES,텍사스,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,150
GREATER PITTSBURGH,DC-9-30,,1994-09-09,US AIRWAYS*,펜실베니아,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,190
CHICAGO O'HARE INTL ARPT,B-757-200,,1994-09-09,UNITED AIRLINES,일리노이,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,,1994-09-09,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-727-200,,1994-09-09,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,180
GREATER PITTSBURGH,B-737-400,,1994-09-09,US AIRWAYS*,펜실베니아,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,120
GEORGE BUSH INTERCONTINENTAL,MD-80,,1994-09-10,CONTINENTAL AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,,1994-09-10,ASTAR AIR CARGO,켄터키,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,180
CHARLESTON AFB/INTL ARPT,C-141B,,1994-09-11,MILITARY,사우스 캐롤라이나,진입,중간,알 수 없는 새/박쥐,낮,0,0,0,140
CHARLESTON AFB/INTL ARPT,C-141B,,1994-09-11,MILITARY,사우스 캐롤라이나,이륙,중간,알 수 없는 새/박쥐,낮,0,0,0,100
SALT LAKE CITY INTL,B-737,,1994-09-11,UNITED AIRLINES,유나,착륙,중간,알 수 없는 새 - 중간,황혼,0,0,0,
LAGUARDIA NY,B-757-200,엄청난,1994-09-11,NORTHWEST AIRLINES,뉴욕,이륙,작다,비둘기,낮,0,0,0,100
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,,1994-09-11,DELTA AIR LINES,켄터키,상승,작다,우는비둘기,황혼,0,0,0,170
EPPLEY AIRFIELD,MD-80,,1994-09-12,AMERICAN AIRLINES,네브래스카,착륙,중간,알 수 없는 새 - 중간,밤,0,0,0,120
NEWARK LIBERTY INTL ARPT,MD-80,,1994-09-12,AMERICAN AIRLINES,뉴저지,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,180
SALT LAKE CITY INTL,L-1011,,1994-09-13,DELTA AIR LINES,유나,착륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,PA-31 NAVAJO,,1994-09-13,BUSINESS,켄터키,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,110
GREATER PITTSBURGH,FOKKER F100,,1994-09-13,US AIRWAYS*,펜실베니아,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,170
CHARLOTTE/DOUGLAS INTL ARPT,DHC8 DASH 8,,1994-09-13,PIEDMONT AIRLINES,노스 캐롤라이나,이륙,작다,우는비둘기,낮,0,0,0,100
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,,1994-09-13,DELTA AIR LINES,켄터키,이륙,작다,알 수 없는 새 - 작음,밤,0,0,0,
SAN FRANCISCO INTL ARPT,B-737-300,엄청난,1994-09-14,UNITED AIRLINES,켈리포니아,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,150
LAGUARDIA NY,B-737-200,,1994-09-14,DELTA AIR LINES,뉴욕,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,210
GREATER PITTSBURGH,B-737-300,중간,1994-09-14,US AIRWAYS*,펜실베니아,이륙,작다,알 수 없는 새 - 작음,황혼,0,0,0,134
CHICAGO O'HARE INTL ARPT,MD-82,,1994-09-14,AMERICAN AIRLINES,일리노이,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,180
JOHN F KENNEDY INTL,B-767-300,,1994-09-15,AMERICAN AIRLINES,뉴욕,상승,중간,알 수 없는 새 - 중간,황혼,0,0,0,250
NEW ORLEANS INTL,B-727,,1994-09-16,DELTA AIR LINES,루이지애나,착륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
LOGAN INTL,L-1011,,1994-09-16,DELTA AIR LINES,메사추세츠,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
NEW ORLEANS INTL,B-737-300,,1994-09-16,US AIRWAYS*,루이지애나,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,135
EPPLEY AIRFIELD,CITATIONJET,,1994-09-16,BUSINESS,네브래스카,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,200
KANSAS CITY INTL,MD-82,,1994-09-17,AMERICAN AIRLINES,미주리,진입,크다,알 수 없는 새 - 큼,낮,0,0,0,145
CLEVELAND-HOPKINS INTL ARPT,B-737,,1994-09-17,CONTINENTAL AIRLINES,오하이오,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,150
SAN ANTONIO INTL,B-737-400,,1994-09-17,US AIRWAYS*,텍사스,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,210
NEWARK LIBERTY INTL ARPT,A-320,,1994-09-18,CONTINENTAL AIRLINES,뉴저지,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,100
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-737-200,,1994-09-18,DELTA AIR LINES,켄터키,착륙,중간,알 수 없는 새 - 중간,황혼,0,0,0,120
GREATER PITTSBURGH,FOKKER F100,중간,1994-09-18,AMERICAN AIRLINES,펜실베니아,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,230
AUSTIN-BERGSTROM INTL,B-737-400,,1994-09-18,US AIRWAYS*,텍사스,하강,중간,알 수 없는 새 - 중간,밤,0,0,0,240
FORT LAUDERDALE/HOLLYWOOD INTL,B-737-300,,1994-09-19,US AIRWAYS*,플로리다,착륙,중간,알 수 없는 새 - 중간,낮,0,0,0,130
LAMBERT-ST LOUIS INTL,B-727,,1994-09-19,TRANS WORLD AIRLINES,미주리,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,180
CHICAGO MIDWAY INTL ARPT,DC-9-30,,1994-09-20,US AIRWAYS*,일리노이,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,200
SEATTLE-TACOMA INTL,B-737-400,,1994-09-20,ALASKA AIRLINES,워싱턴,상승,작다,알 수 없는 새 - 작음,황혼,313,0,313,170
PHILADELPHIA INTL,B-737-200,,1994-09-20,US AIRWAYS*,펜실베니아,하강,작다,알 수 없는 새 - 작음,밤,0,0,0,250
CHICAGO O'HARE INTL ARPT,B-737,,1994-09-21,UNITED AIRLINES,일리노이,착륙,크다,그레이트 블루헤론,낮,0,0,0,100
WASHINGTON DULLES INTL ARPT,DC-10-10,소소한,1994-09-21,UNITED AIRLINES,워싱턴 DC,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,
LOGAN INTL,B-737-300,소소한,1994-09-21,US AIRWAYS*,메사추세츠,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,140
LIHUE ARPT,B-737-200,,1994-09-22,ALOHA AIRLINES,하와이,이륙,중간,알 수 없는 새 - 중간,새벽,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,소소한,1994-09-22,AMERICAN AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,황혼,0,0,0,
METRO OAKLAND INTL,B-737-300,,1994-09-22,SOUTHWEST AIRLINES,켈리포니아,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,230
