US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time min,Creative Type,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
205343774,372353017,,150000000,Jun 15 2005,PG-13,140,Super Hero,84,8.3,270641
21471685,29725663,,80000000,May 12 2000,PG-13,121,Science Fiction,,2.3,39316
533345358,1022345358,234119058,185000000,Jul 18 2008,PG-13,152,Super Hero,93,8.9,465000
10155691,10155691,,6500000,Oct 22 1999,R,,Science Fiction,17,3.3,5565
280351,280351,,1000000,Aug 22 2003,PG-13,,,43,6.1,2524
28734552,28734552,,16000000,Jun 27 2001,R,130,Contemporary Fiction,69,6.1,4485
127509326,329809326,42850598,160000000,Dec 25 2008,PG-13,167,Fantasy,72,8,137120
60494212,64391484,24304275,,Apr 25 2008,PG-13,99,Contemporary Fiction,63,6.1,16128
29374178,40435694,,40000000,Aug 11 2000,R,108,Fantasy,3,4.8,7765
21731001,36882378,,21000000,Nov 05 1999,PG-13,101,Contemporary Fiction,9,4.8,9030
1744858,2022442,,1000000,Sep 29 2000,R,,Contemporary Fiction,,6.6,3731
55849401,94849401,,75000000,Mar 04 2005,PG-13,115,Contemporary Fiction,30,5.6,32082
163479795,234779795,,30000000,Jun 25 1999,PG-13,95,Contemporary Fiction,40,4.7,48
37879996,90376224,,48000000,Oct 20 2000,PG-13,93,Contemporary Fiction,49,5.9,30946
39394666,108394666,22024703,67500000,Oct 10 2008,R,129,Contemporary Fiction,52,7.2,53921
57377916,171377916,62588936,100000000,Dec 08 2006,R,143,Historical Fiction,62,8,118925
33302167,229736344,28248145,25000000,Aug 24 2007,G,88,Contemporary Fiction,50,6,28950
3134509,3134509,,9000000,Sep 29 2000,PG-13,,Contemporary Fiction,15,4.4,2238
63118386,63118386,,12000000,Dec 20 1996,PG-13,80,Contemporary Fiction,71,6.6,22918
32543449,76583333,,5000000,Mar 12 2003,PG-13,112,Contemporary Fiction,,6.9,41052
35930604,43430604,,1700000,Nov 23 2001,R,130,Contemporary Fiction,93,7.5,20888
126631277,287594577,79628881,150000000,Nov 02 2007,PG,90,Kids Fiction,51,6.3,30575
475000,475000,,2800000,Sep 15 2006,R,,Contemporary Fiction,,,
22858926,32382381,,13000000,Oct 29 1999,R,112,Fantasy,92,7.9,113568
58855732,58855732,,40000000,Nov 30 2001,PG-13,106,Historical Fiction,36,6.1,32575
8093373,9220041,5935632,3300000,Oct 26 2007,PG-13,,Contemporary Fiction,,7.3,6562
22852487,22852487,,53000000,Oct 16 1998,R,172,Historical Fiction,77,5.3,102
7301288,14440113,,2000000,Nov 26 2003,PG-13,,Historical Fiction,,7.7,19761
2047570,2047570,,500000,Oct 22 1999,R,,Factual,82,7.2,4067
59843754,64843754,32764806,35000000,Apr 07 2006,PG-13,,Contemporary Fiction,12,5.4,17824
131591957,290191957,,150000000,Jul 01 2010,,103,Fantasy,7,4.4,16600
82195215,194995215,35961910,150000000,Nov 16 2007,PG-13,115,Fantasy,70,6.6,62513
8378141,8378141,,15000000,May 22 2002,PG,,Historical Fiction,58,6.7,9345
36351350,38351350,,25000000,Mar 30 2005,PG-13,,Contemporary Fiction,38,5.3,5468
3802390,3809226,,250000,Apr 11 2003,R,,Contemporary Fiction,,7.1,5959
47811275,52375275,,15000000,Feb 08 2002,PG,88,Contemporary Fiction,43,5.2,9877
66432867,123432867,,70000000,Dec 10 2003,PG-13,125,Fantasy,77,8.1,141099
5792822,11293790,,2000000,Jul 02 2004,R,,Contemporary Fiction,95,8,45535
27066941,27066941,,13000000,Apr 24 1998,R,91,Contemporary Fiction,41,5.8,14157
4919896,8130727,,13000000,Feb 01 2002,R,,Contemporary Fiction,,6,13366
17498804,46189568,,15000000,Mar 06 1998,R,127,Contemporary Fiction,78,8.2,177960
117559438,173559438,,33000000,Jun 02 2000,PG-13,98,Contemporary Fiction,30,4.7,21318
108638745,173638745,970318,95000000,Dec 28 2001,R,144,Dramatization,76,7.7,98653
16500786,18260865,,15000000,Jan 28 2000,R,,Contemporary Fiction,,4.6,9992
6471394,6626115,,50000000,Jan 30 2004,PG-13,,Contemporary Fiction,,4.8,9195
7262288,8488871,,45000000,Apr 05 2002,PG-13,,Contemporary Fiction,48,6.3,11610
21995263,109280263,,5000000,Oct 13 2000,PG-13,110,Contemporary Fiction,85,7.7,38403
58220776,87420776,,90000000,Dec 17 1999,PG,132,Science Fiction,38,6.4,28827
5005899,14603001,,20000000,Oct 29 2004,R,,Contemporary Fiction,39,6.3,25
18663911,37304637,8061456,16500000,Aug 03 2007,PG,120,Dramatization,58,7,15167
40203020,263894551,,50000000,Nov 12 2004,R,108,Contemporary Fiction,,5.6,26325
71500556,281527158,,25000000,Apr 13 2001,R,97,Contemporary Fiction,80,6.8,58213
30060660,63060660,17254299,20000000,Mar 07 2008,R,,Dramatization,79,7.5,50848
70141876,131237688,,45000000,Aug 21 1998,R,121,Super Hero,55,7,64896
140539099,248300000,,600000,Jul 14 1999,R,87,Contemporary Fiction,85,6.2,87629
26613620,26613620,,35000000,Feb 12 1999,PG-13,111,Contemporary Fiction,60,6.4,23243
81676888,154338601,,54000000,Mar 22 2002,R,117,Super Hero,,5.5,90
52397389,132397389,,65000000,Dec 08 2004,R,113,Super Hero,,5.7,42477
118594548,145594548,49219041,61000000,Mar 30 2007,PG-13,94,Contemporary Fiction,69,6.5,51929
255959475,301759475,86139819,35000000,Nov 20 2009,PG-13,,Dramatization,66,7.7,42320
26199517,26199517,,50000000,Aug 09 2002,R,110,Contemporary Fiction,54,6.3,16751
4398392,4398392,,22000000,Apr 06 2007,R,,Historical Fiction,,8,27288
16235738,16235738,28729107,9000000,Dec 25 2006,R,90,Contemporary Fiction,15,4.3,10424
9396870,9396870,12540785,15000000,Mar 02 2007,R,115,Contemporary Fiction,66,7.1,28145
0,0,,35000000,Dec 31 2008,,,Contemporary Fiction,,,
3073392,14542658,,25000000,Oct 03 2008,R,,Contemporary Fiction,42,6.6,25508
90639088,125339088,,25000000,Jul 02 2003,PG,95,Contemporary Fiction,,,
96493426,141743426,,18000000,Jul 13 2001,PG-13,97,Contemporary Fiction,67,6.2,44128
1083350,1083350,,26000000,Feb 21 1997,R,,Contemporary Fiction,61,6.1,4761
52990775,83282296,,30000000,Apr 06 2001,R,123,Dramatization,54,7.4,70218
14294842,14294842,,70000000,Sep 20 2002,R,,Contemporary Fiction,,3.4,11112
40118420,51327420,,30000000,Aug 16 2002,PG-13,105,Contemporary Fiction,62,5.5,11699
2185266,2373937,,10000000,Oct 06 2000,R,,Contemporary Fiction,47,6.3,5958
170708996,316708996,,78000000,Dec 21 2001,PG-13,135,Dramatization,78,8,126067
70165972,137047376,21234176,40000000,Jan 27 2006,PG-13,,Contemporary Fiction,6,4,11368
0,0,,20000000,Dec 31 1969,,,,,,
30471,250000,7468574,7000000,Jan 21 2000,R,,,19,7.8,86172
0,10496317,7921142,35000000,Sep 22 2006,PG-13,,Historical Fiction,62,5.6,12103
41523271,71523271,,75000000,Oct 12 2001,PG-13,123,Contemporary Fiction,63,6.5,30732
11242801,20597806,12345494,14000000,Nov 17 2006,R,120,Dramatization,46,7.1,23262
94835059,146452390,36862324,80000000,Jan 15 2010,R,,Science Fiction,47,6.9,47733
46752382,67192859,,20000000,Feb 04 2005,PG-13,,Contemporary Fiction,13,3.9,13901
114053579,313953579,82600642,150000000,Nov 21 2008,PG,,Kids Fiction,88,7.4,32473
26814957,72944278,8245298,40000000,Feb 29 2008,PG-13,,Historical Fiction,41,6.7,26198
66488090,151463090,,48000000,Nov 05 1999,R,118,Contemporary Fiction,27,6.3,46961
7316658,8378853,,10000000,Oct 24 2001,R,,Contemporary Fiction,22,3.9,3524
2353728,8361736,,20000000,Mar 19 2004,PG-13,,Historical Fiction,76,6.5,622
26410771,43111725,,15000000,Oct 10 1997,R,152,Historical Fiction,92,7.9,70962
128505958,261572744,62661576,18000000,Nov 03 2006,R,83,Contemporary Fiction,,7.7,3612
121468960,213300000,,60000000,Jun 14 2002,PG-13,110,Contemporary Fiction,82,7.7,122597
176087450,288587450,,85000000,Jul 23 2004,PG-13,108,Contemporary Fiction,81,7.6,104614
227471070,442161562,123314592,130000000,Aug 03 2007,PG-13,114,Contemporary Fiction,93,8.2,146025
22619589,54045832,,29000000,Feb 13 1998,PG,83,Fantasy,,5.6,4340
15549702,15549702,,14000000,Aug 22 2003,PG-13,,Contemporary Fiction,9,4.3,10919
36779296,53399300,,35000000,Nov 17 2000,PG-13,106,Contemporary Fiction,51,5.5,10702
21576018,58576018,,3000000,Oct 11 2002,R,,Factual,96,8.2,76928
11540607,20741000,,2000000,Oct 08 1999,R,,Dramatization,88,7.6,34435
9030581,39830581,9647546,12500000,Nov 07 2008,PG-13,94,Historical Fiction,,7.8,21683
23010607,23010607,,52000000,Apr 16 2003,PG-13,,Fantasy,22,5.2,17130
40334024,57753825,,38000000,Mar 23 2001,PG-13,124,Contemporary Fiction,52,6.2,20962
6601079,22064531,,7000000,Feb 11 2005,PG-13,,Contemporary Fiction,,6.2,9442
4426297,11427090,,60000000,Oct 24 2003,R,,Historical Fiction,14,6.2,9575
58715510,115150424,29943338,30000000,Jan 09 2009,PG,,Contemporary Fiction,12,5,15762
178287,178287,,12000000,Sep 17 1999,R,,,25,4.3,5033
852206,852206,,1000000,Apr 06 2001,PG-13,,,71,7.1,758
2075743,3918941,5013655,450000,Mar 31 2006,R,,Contemporary Fiction,,7.5,37204
16640210,16640210,,32000000,Oct 22 1999,R,120,Contemporary Fiction,71,6.8,31079
50159144,50159144,,36000000,May 02 1997,R,93,Contemporary Fiction,79,,
27163593,28319627,9300674,25000000,Mar 05 2010,R,,Contemporary Fiction,,6.9,14034
83043761,180343761,31338042,13900000,Dec 09 2005,R,134,Historical Fiction,87,7.8,115951
12232382,12512317,,9000000,May 14 2004,PG-13,,Contemporary Fiction,33,5.3,2643
118806699,202944203,52707367,52000000,Jun 02 2006,PG-13,,Contemporary Fiction,,5.9,38285
45779,45779,,10000000,Feb 27 1998,R,,,,3.5,2152
0,0,,30000000,Dec 31 1969,,,,,,
458232,458232,,8000000,May 18 2007,R,99,Historical Fiction,,6.4,2797
16963963,28773637,,9000000,Feb 18 2000,R,,Contemporary Fiction,67,6.9,22979
900926,900926,,10000000,Sep 07 2007,R,,Contemporary Fiction,15,5.2,6044
27457409,27958191,,6000000,Mar 23 2001,R,102,Contemporary Fiction,63,2.8,153
27362712,28315272,,8000000,Oct 11 2002,PG-13,109,Contemporary Fiction,64,6,2745
4444637,9469105,,8500000,Jan 26 2010,PG,,Dramatization,,7.1,5957
450594,450594,,12000000,Jul 20 2001,R,,,,7.1,10831
7800825,30782621,3467377,15000000,Feb 08 2008,R,,Contemporary Fiction,80,8.1,97876
366301,630427,,10000000,Aug 27 2004,Not Rated,,Contemporary Fiction,,4.9,7465
65070412,65842412,,18000000,Feb 06 2004,PG-13,106,Contemporary Fiction,,5.5,4848
75781642,77081642,,12000000,Sep 13 2002,PG-13,103,Contemporary Fiction,82,6.2,11164
18621249,20695413,,6000000,Sep 27 2000,PG-13,90,Contemporary Fiction,94,7.4,24484
60060328,60063017,,18000000,Nov 26 2003,R,91,Contemporary Fiction,77,7.3,45022
120831050,320389438,58414604,70000000,Aug 21 2009,R,152,Historical Fiction,88,8.4,178742
68208190,117448157,,36000000,Sep 17 1999,PG-13,95,Contemporary Fiction,35,5.9,23545
57924679,96046844,,13000000,Jan 23 2004,R,113,Science Fiction,33,7.8,102982
45506619,65976782,,26000000,Dec 22 2000,PG-13,102,Historical Fiction,,,
107325195,238317814,,125000000,Jun 20 1997,PG-13,130,Super Hero,11,3.5,81283
8586376,14933713,,15000000,Mar 21 2003,R,,Contemporary Fiction,7,4.7,13258
1239183,1239183,,1000000,Sep 19 2003,R,,Fantasy,,7.3,23110
145382,145382,,1600000,Jan 27 2006,R,,Contemporary Fiction,,4.6,101
5002310,5002310,,13000000,Aug 24 2001,PG-13,,Contemporary Fiction,30,5.4,11073
2380606,2380606,,1500000,Jun 26 1998,R,,Contemporary Fiction,78,7.3,17762
353743,353743,,15000000,Jul 25 2003,R,,Historical Fiction,,6.9,13510
26528684,29203383,,30000000,May 15 1998,R,107,Contemporary Fiction,75,6.8,15486
25534493,28575778,7871296,25100000,Oct 17 2008,PG-13,131,Dramatization,60,,
66458769,98699769,,55000000,Aug 13 1999,PG-13,96,Contemporary Fiction,79,6.4,33389
63313159,131413159,,80000000,Jun 24 2005,PG-13,100,Fantasy,24,4.8,26834
72779000,116618084,65043181,51000000,Aug 04 2006,PG,90,Kids Fiction,23,,
6144806,7061637,,24000000,Dec 17 2004,PG-13,,Dramatization,42,6.6,8002
21158188,30553394,,1500000,Sep 12 2003,R,,Contemporary Fiction,,5.4,28417
3647381,17147381,,8000000,Dec 23 2005,R,,Contemporary Fiction,,5.5,26
8138000,8138000,10049741,12000000,Dec 05 2008,R,108,Dramatization,67,6.7,5026
25358996,25358996,,10000000,Jun 12 1998,PG-13,98,Contemporary Fiction,44,6.2,19470
28750530,46309352,17031573,7000000,Sep 30 2005,R,,Dramatization,90,7.6,41472
1060591,14253760,,1600000,Feb 01 2008,PG,,Contemporary Fiction,,7,3799
137855863,323743744,,190000000,Nov 06 2009,PG,,Fantasy,53,,
17760244,17760244,,21000000,Mar 12 1999,R,101,Contemporary Fiction,16,4.3,7235
244082982,461923762,246114559,70000000,Jun 09 2006,G,,Kids Fiction,74,7.5,66809
233632142,427230516,,85000000,Dec 22 2000,PG-13,144,Contemporary Fiction,89,7.5,102936
164606800,351106800,,52000000,Dec 25 2002,PG-13,141,Dramatization,96,5.7,224
101018283,133818283,,109000000,Nov 21 2003,PG,82,Fantasy,,3.4,15318
3588602,3588602,,32000000,Mar 26 1997,G,,Fantasy,67,6.9,1663
40202379,82102379,,100000000,Jul 23 2004,PG-13,104,Super Hero,10,3.2,34651
1276984,1953882,,10000000,Aug 11 2000,R,,Contemporary Fiction,51,5.9,7565
16988996,16988996,,20000000,Jul 26 2002,G,,Kids Fiction,27,3.8,2021
17200925,17200925,,18000000,May 12 2000,PG-13,,Contemporary Fiction,42,6.2,7968
53359111,117359111,,30000000,Sep 16 2005,PG,77,Fantasy,,,
220175,220175,,12000000,Oct 31 1997,R,,,53,6,895
8047525,8047525,,20000000,Apr 16 2004,PG-13,,Contemporary Fiction,44,6,4359
40048332,78353508,,85000000,Feb 08 2002,R,109,Contemporary Fiction,,5.2,24358
25590119,39393111,,25000000,Apr 20 2001,PG,95,Contemporary Fiction,12,4.6,7082
5078660,6200000,,12000000,Nov 20 1998,R,,Contemporary Fiction,41,6.1,10978
61280963,61280963,,35000000,Aug 18 2000,R,109,Science Fiction,46,6.2,36961
32003620,45261739,,45000000,Sep 10 2004,PG-13,94,Contemporary Fiction,54,6.5,32534
7871693,11817059,6086988,38000000,Oct 10 2008,PG,94,Fantasy,53,6.4,14905
206459076,474459076,,150000000,Jul 15 2005,PG,115,Kids Fiction,82,7.1,102437
4299773,5699773,,14000000,Oct 27 2006,PG-13,101,Dramatization,76,6.8,5959
100814328,227200000,,120000000,Jun 27 2003,PG-13,106,Contemporary Fiction,,4.7,43942
125305545,263200000,,90000000,Nov 03 2000,PG-13,98,Contemporary Fiction,67,5.5,60791
12006514,15155095,,250000,Apr 04 1997,R,,Contemporary Fiction,91,7.5,63591
170687518,307687518,,30000000,Dec 27 2002,PG-13,113,Historical Fiction,88,7.2,82650
135386665,314432738,142108745,60000000,Nov 04 2005,G,80,Kids Fiction,36,5.8,17415
106793915,227793915,,42000000,Jun 21 2000,G,84,Kids Fiction,96,7.3,48307
138614544,189714544,,40000000,Dec 25 2003,PG,98,Contemporary Fiction,24,5.6,24283
82571173,135015330,26537982,60000000,Dec 21 2005,PG,94,Contemporary Fiction,7,5.2,11858
2715657,2715657,,23000000,Jun 26 2009,R,,Historical Fiction,54,6.1,3307
11263966,11263966,,34000000,Sep 01 1999,R,,Contemporary Fiction,7,4.9,5374
32404188,50692188,,25000000,Oct 16 1998,R,89,Fantasy,43,5.3,13735
17016190,24716190,,29000000,Nov 12 2004,R,,Contemporary Fiction,32,5.1,9897
35552383,69450202,25345271,76000000,Dec 25 2006,R,114,Science Fiction,93,8.1,158125
3075255,9675172,,13000000,Mar 26 2010,R,,Contemporary Fiction,,6.5,8772
4617608,31077418,,45000000,Nov 16 2007,R,139,Historical Fiction,27,6.2,8580
71309760,152500343,,25000000,Dec 15 2000,PG-13,122,Historical Fiction,62,7.3,56176
1031872,5527507,,20000000,May 23 2008,R,,Dramatization,31,6.9,4100
3629758,83529758,,5500000,Nov 26 2004,PG-13,,Historical Fiction,,7.8,16391
306715,306715,,7000000,Mar 13 1998,PG-13,,Contemporary Fiction,14,2.1,3164
1055671,1157672,,250000,Jul 14 2000,R,,Contemporary Fiction,,6.5,3455
49526,49526,,6800000,Aug 05 2005,R,,Contemporary Fiction,34,7,10449
82985708,143985708,83571732,82500000,Dec 15 2006,G,98,Fantasy,78,6.7,8028
61649911,108539911,,88000000,Jun 03 2005,PG-13,144,Dramatization,80,8,63111
51438175,70067909,,19000000,Jul 16 2004,PG,95,Contemporary Fiction,10,5.4,14904
78750909,198750909,,55000000,Apr 10 1998,PG-13,117,Fantasy,59,6.4,40053
56709981,56709981,,60000000,Dec 25 1998,PG-13,112,Contemporary Fiction,61,6.4,14244
206678,47300771,,20000000,Mar 07 2008,PG,,Kids Fiction,,,
11540112,11540112,,16000000,Sep 03 2004,PG-13,,Contemporary Fiction,5,3.2,1659
622023,622023,,13000000,Dec 29 2000,R,,Historical Fiction,63,6.5,3681
139225854,172825854,,65000000,Nov 01 2002,G,104,Kids Fiction,,5.5,9061
95632614,161632614,,80000000,Dec 25 2003,R,152,Historical Fiction,70,7.3,51083
138711,138711,,10000,Apr 28 2006,R,,Contemporary Fiction,,,
137355633,237555633,81244755,82500000,Jun 23 2006,PG-13,,Fantasy,32,5,133
8135024,8135024,4492233,20000000,Jan 05 2007,PG-13,91,Contemporary Fiction,4,4,5277
378650,378650,,12000000,Oct 04 2002,R,,,53,6.2,7887
33987757,115987757,,35000000,Dec 03 2004,R,104,Contemporary Fiction,68,2.9,212
24148068,25894473,26411041,5000000,Jul 21 2006,R,,Contemporary Fiction,63,7.7,56668
93932896,154832896,,55000000,Dec 13 2002,PG-13,105,Contemporary Fiction,39,4.6,30370
112735375,224614744,29195673,75000000,Dec 25 2009,R,,Contemporary Fiction,57,6.7,17748
2281585,3396508,,15000000,Dec 25 2003,PG-13,,Contemporary Fiction,69,6.2,3649
75976178,230884728,,75000000,Feb 18 2005,R,122,Contemporary Fiction,46,6.7,78705
17804273,17804273,,9000000,Oct 13 2000,R,,Contemporary Fiction,76,6.9,13709
5488570,19416495,,6250000,Feb 22 2008,R,,Dramatization,,7.6,16525
871577,5645350,,6400000,Oct 10 2007,R,,Dramatization,87,7.8,19466
119621,119621,,15000000,Aug 27 2010,,,,55,6.5,8997
67264877,76669806,,45000000,Jan 14 2005,PG-13,136,Contemporary Fiction,65,7.1,23526
16007718,33013805,,29000000,Dec 31 2002,R,,Dramatization,79,7.1,36258
6113834,48846765,,23000000,Sep 25 2009,PG-13,,Dramatization,,6.5,6720
197148,197148,,7500000,Aug 06 2004,R,,Science Fiction,,6.3,9608
23514247,28703083,,26000000,Mar 12 2004,PG,100,Kids Fiction,,4.1,4063
47545060,58240458,,25000000,Mar 14 2003,PG,102,Kids Fiction,38,5.1,9527
100170152,217670152,,60000000,Aug 06 2004,R,120,Contemporary Fiction,86,7.8,105362
4694491,5629618,,6000000,Aug 29 2008,R,94,Contemporary Fiction,5,4.3,6496
146028,146028,,12000000,Mar 09 2001,PG-13,,,,5,1305
119452,119452,,6000000,Nov 10 2006,R,,Contemporary Fiction,83,6.2,1511
101117573,224117573,,80000000,Jun 06 1997,R,115,Contemporary Fiction,57,6.6,76052
12212417,12212417,,15000000,Apr 25 2003,R,,Contemporary Fiction,71,6.8,17111
76118990,137118990,,80000000,Aug 08 1997,R,135,Contemporary Fiction,51,6.5,35719
100920329,165900000,,90000000,Jul 11 1997,PG,150,Science Fiction,67,7.3,73684
8291572,10464788,,4000000,Nov 26 2003,R,,Contemporary Fiction,77,7,19072
355968,355968,,11000000,Nov 10 2006,PG-13,104,Dramatization,,6.8,5017
23978402,23978402,,11000000,Oct 12 2001,PG-13,86,Contemporary Fiction,5,4.2,6739
75286229,124062750,46101073,60000000,Feb 06 2009,PG,100,Kids Fiction,89,7.8,38464
29331068,33051296,,15000000,Feb 20 2004,PG,89,Contemporary Fiction,13,4.3,9976
23364784,38164784,26360430,20000000,Sep 08 2006,PG-13,95,Contemporary Fiction,3,4.8,17736
44906632,63706632,,15000000,Aug 15 1997,R,105,Contemporary Fiction,71,6.9,35192
109205660,172450423,34715888,60000000,Oct 09 2009,PG-13,113,Contemporary Fiction,12,5.5,18332
2899970,2899970,,32000000,Dec 08 1999,R,,Dramatization,64,6.7,6127
27838408,33824696,28776986,12000000,Sep 01 2006,R,88,Contemporary Fiction,61,7.1,71094
3357324,3357324,,10000000,Oct 04 1996,R,,Contemporary Fiction,65,6.1,20886
39123589,43027734,8835872,20000000,Feb 26 2010,R,,Contemporary Fiction,71,6.7,21135
1954202,1954202,,15000000,Oct 22 1999,PG-13,,Contemporary Fiction,31,5.7,3991
13019253,13019253,,23000000,Aug 25 2000,PG-13,,Contemporary Fiction,19,6,1307
34657731,56434942,,25000000,Feb 28 2003,R,101,Contemporary Fiction,26,5.4,14834
28436931,33436931,,12500000,Jul 12 2002,PG,90,Contemporary Fiction,,,
5217498,5217498,,15000000,Jul 19 2000,PG-13,,Contemporary Fiction,2,4.2,2720
15164492,15164492,,10000000,Mar 12 1999,R,110,Contemporary Fiction,48,5.8,9008
6566773,75566773,10581873,45000000,Dec 21 2006,R,113,Historical Fiction,,7,17975
54557348,98387109,,6500000,May 06 2005,R,107,Contemporary Fiction,75,6.1,20886
7009668,7009668,2177636,5600000,Sep 01 2006,PG-13,,Contemporary Fiction,3,1.7,7466
37188667,57000000,,12000000,Feb 15 2002,PG-13,93,Contemporary Fiction,14,6.6,4894
54228104,54228104,,40000000,Jan 25 2002,PG-13,131,Historical Fiction,74,7.6,40605
38230075,75803716,,11000000,Mar 05 1999,R,95,Contemporary Fiction,47,6.7,66861
0,0,,11500000,Nov 27 2009,R,,Contemporary Fiction,14,6.2,1244
10047674,15585495,,1000000,Sep 16 2005,PG-13,,Contemporary Fiction,24,6.4,372
39462438,47163756,13929671,8500000,Dec 16 2009,R,,Contemporary Fiction,92,7.4,17255
16929123,19929123,,13000000,Jun 29 2001,PG-13,,Contemporary Fiction,,6.3,12102
18208078,20541668,,60000000,Oct 19 2001,R,,Contemporary Fiction,52,6.5,21621
36985501,38788828,,26000000,Mar 29 2002,PG,94,Science Fiction,28,5,6392
16703799,16930762,,18000000,Feb 06 2004,PG,,Contemporary Fiction,,4.7,3038
93375151,200700000,,60000000,Jul 04 2001,PG,91,Contemporary Fiction,53,5.2,16912
493296,493296,,8300000,Apr 16 2010,PG-13,114,Contemporary Fiction,40,6.6,430
7563397,28763397,,3300000,Jan 17 2003,R,,Contemporary Fiction,,8.8,166897
325491,325491,,17500000,Apr 25 2003,R,,Contemporary Fiction,,5.9,2880
22433915,22433915,,40000000,Sep 06 2002,R,,Contemporary Fiction,48,6.1,13487
489220,489220,,250000,Sep 11 1998,,,,,7.1,202
60786269,115786269,,45000000,Aug 04 2000,PG-13,101,Contemporary Fiction,21,5.3,33808
58640119,70114174,47809786,50000000,Feb 10 2006,G,,Contemporary Fiction,69,6.7,5393
