Effect Amount of damage,Flight Date,Phase of flight,Wildlife Size,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots
None,1995.8.23,Take-off run,Small,Night,0,0,0,110
Minor,1995.8.24,Parked,Medium,Day,0,2199,2199,
None,1995.8.25,Climb,Medium,Day,0,0,0,
None,1995.8.25,Landing Roll,Medium,Day,0,0,0,110
None,1995.8.25,Approach,Medium,Night,0,0,0,138
None,1995.8.25,Approach,Small,Day,0,0,0,135
None,1995.8.25,Landing Roll,Small,Day,0,0,0,140
None,1995.8.25,Landing Roll,Small,Day,0,0,0,
None,1995.8.27,Landing Roll,Small,Day,0,0,0,
None,1995.8.27,Landing Roll,Small,Dusk,0,0,0,
None,1995.8.27,Take-off run,Small,Dusk,0,0,0,
None,1995.8.28,Approach,Medium,Day,0,0,0,160
Minor,1995.8.28,Descent,Medium,Night,0,0,0,250
None,1995.8.28,Approach,Small,Day,0,0,0,140
None,1995.8.28,Approach,Small,Day,0,0,0,
None,1995.8.29,Approach,Medium,Night,0,0,0,230
None,1995.8.29,Descent,Small,Day,0,0,0,180
None,1995.8.29,Landing Roll,Small,Day,0,0,0,
None,1995.8.29,Approach,Small,Dusk,0,0,0,140
None,1995.8.31,Take-off run,Medium,Day,0,0,0,180
None,1995.8.31,Approach,Small,Night,0,0,0,130
None,1995.8.31,Descent,Small,Night,0,0,0,310
None,1995.9.1,Approach,Medium,Day,0,0,0,170
None,1995.9.1,Landing Roll,Medium,Night,0,0,0,
None,1995.9.1,Approach,Small,Night,0,0,0,210
None,1995.9.2,Climb,Small,Day,0,0,0,230
None,1995.9.2,Approach,Small,Night,0,0,0,135
None,1995.9.3,Descent,Medium,Day,0,0,0,210
None,1995.9.4,Approach,Medium,Night,0,0,0,130
Minor,1995.9.5,Approach,Medium,Day,0,0,0,
None,1995.9.5,Climb,Small,Day,0,0,0,249
None,1995.9.5,Approach,Small,Night,0,0,0,210
None,1995.9.6,Approach,Medium,Day,0,0,0,148
None,1995.9.6,Take-off run,Small,Day,0,0,0,
None,1995.9.7,Climb,Medium,Day,0,0,0,150
None,1995.9.7,Climb,Medium,Night,0,0,0,
None,1995.9.7,Approach,Small,Day,0,0,0,110
None,1995.9.8,Approach,Medium,Day,0,0,0,
None,1995.9.8,Take-off run,Medium,Day,0,0,0,120
None,1995.9.8,Climb,Small,Day,0,0,0,220
None,1995.9.8,Take-off run,Small,Day,0,0,0,114
None,1995.9.9,Take-off run,Medium,Day,0,0,0,90
Minor,1995.9.9,Climb,Small,Day,0,0,0,
None,1995.9.9,Approach,Small,Day,0,0,0,130
None,1995.9.9,Approach,Small,Night,0,0,0,120
None,1995.9.10,Climb,Medium,Day,0,0,0,240
None,1995.9.10,Climb,Medium,Night,0,0,0,245
None,1995.9.11,Descent,Large,Night,0,0,0,
None,1995.9.11,Approach,Small,Day,0,0,0,140
None,1995.9.12,Take-off run,Medium,Day,0,0,0,
None,1995.9.13,Approach,Medium,Day,0,0,0,130
None,1995.9.13,Take-off run,Medium,Day,0,0,0,
None,1995.9.13,Approach,Medium,Night,0,0,0,120
None,1995.9.13,Approach,Medium,Night,0,0,0,
None,1995.9.13,Climb,Medium,Night,0,0,0,160
None,1995.9.13,Climb,Small,Day,0,0,0,
Minor,1995.9.14,Approach,Large,Night,0,0,0,140
None,1995.9.14,Approach,Medium,Night,0,0,0,150
None,1995.9.14,Climb,Small,Day,0,0,0,
None,1995.9.14,Landing Roll,Small,Day,0,0,0,130
None,1995.9.14,Climb,Small,Night,0,0,0,250
None,1995.9.16,Landing Roll,Medium,Day,0,0,0,127
None,1995.9.17,Climb,Large,Night,0,0,0,210
Substantial,1995.9.17,Take-off run,Medium,Day,0,0,0,
None,1995.9.17,Climb,Small,Dawn,0,0,0,180
None,1995.9.18,Approach,Medium,Dawn,0,0,0,140
Substantial,1995.9.19,Landing Roll,Large,Night,762315,3049261,3811576,125
None,1995.9.19,Approach,Medium,Night,0,0,0,250
Minor,1995.9.19,Approach,Small,Night,0,0,0,210
None,1995.9.20,Approach,Small,Night,0,0,0,130
None,1995.9.21,Approach,Medium,Day,0,0,0,140
None,1995.9.21,Take-off run,Small,Dawn,0,0,0,135
None,1995.9.21,Approach,Small,Day,0,0,0,130
None,1995.9.22,Landing Roll,Medium,Day,0,0,0,150
None,1995.9.22,Approach,Small,Day,0,0,0,114
None,1995.9.22,Climb,Small,Day,0,0,0,230
None,1995.9.22,Climb,Small,Day,0,0,0,230
None,1995.9.22,Take-off run,Small,Day,0,0,0,
None,1995.9.22,Take-off run,Small,Day,0,0,0,80
None,1995.9.22,Approach,Small,Night,0,0,0,150
None,1995.9.23,Take-off run,Large,Day,0,0,0,55
None,1995.9.23,Take-off run,Medium,Day,0,0,0,
None,1995.9.23,Approach,Small,Day,0,0,0,125
None,1995.9.23,Approach,Small,Day,0,0,0,140
None,1995.9.23,Climb,Small,Day,0,0,0,135
None,1995.9.24,Approach,Small,Day,0,0,0,
None,1995.9.24,Take-off run,Small,Day,0,0,0,
None,1995.9.25,Climb,Medium,Day,0,0,0,150
Minor,1995.9.25,Approach,Medium,Night,0,0,0,100
Substantial,1995.9.25,Take-off run,Small,Day,0,0,0,90
None,1995.9.25,Approach,Small,Day,0,0,0,140
None,1995.9.25,Climb,Small,Day,0,0,0,165
None,1995.9.25,Landing Roll,Small,Day,0,0,0,130
None,1995.9.25,Landing Roll,Small,Night,0,0,0,
None,1995.9.26,Approach,Medium,Day,0,0,0,130
None,1995.9.26,Approach,Medium,Day,0,0,0,
None,1995.9.26,Climb,Medium,Night,0,0,0,250
None,1995.9.26,Approach,Small,Night,0,0,0,130
Minor,1995.9.27,Descent,Medium,Night,0,0,0,250
None,1995.9.27,Landing Roll,Small,Dusk,0,0,0,140
Minor,1995.9.28,Climb,Large,Day,0,0,0,145
None,1995.9.28,Take-off run,Medium,Dawn,0,0,0,
None,1995.9.28,Approach,Medium,Day,0,0,0,
None,1995.9.28,Approach,Medium,Night,0,0,0,130
None,1995.9.28,Approach,Medium,Night,0,0,0,210
None,1995.9.28,Climb,Medium,Night,0,0,0,210
None,1995.9.28,Approach,Small,Day,0,0,0,110
None,1995.9.28,Descent,Small,Day,0,0,0,250
None,1995.9.28,Approach,Small,Night,0,0,0,220
None,1995.9.29,Take-off run,Medium,Day,0,0,0,
None,1995.9.29,Landing Roll,Small,Day,0,0,0,
None,1995.9.29,Take-off run,Small,Day,0,0,0,
Minor,1995.9.30,Approach,Large,Day,0,0,0,210
None,1995.9.30,Take-off run,Medium,Day,0,0,0,137
None,1995.9.30,Descent,Medium,Night,0,0,0,300
None,1995.9.30,Landing Roll,Small,Day,0,0,0,
None,1995.9.30,Climb,Small,Dusk,0,0,0,130
Minor,1995.10.1,Approach,Medium,Night,0,0,0,
None,1995.10.1,Approach,Medium,Night,0,0,0,280
None,1995.10.1,Descent,Medium,Night,0,0,0,210
None,1995.10.1,Approach,Small,Day,0,0,0,
None,1995.10.1,Landing Roll,Small,Dusk,0,0,0,
None,1995.10.1,Climb,Small,Night,0,0,0,135
Minor,1995.10.2,Approach,Large,Night,0,0,0,170
None,1995.10.2,Approach,Medium,Day,0,0,0,
None,1995.10.2,Approach,Medium,Night,0,0,0,170
None,1995.10.2,Approach,Medium,Night,0,0,0,122
None,1995.10.2,Take-off run,Medium,Night,0,0,0,
None,1995.10.2,Approach,Small,Day,0,0,0,100
None,1995.10.3,Approach,Medium,Night,0,0,0,200
None,1995.10.3,Approach,Small,Day,0,0,0,140
None,1995.10.4,Approach,Small,Day,0,0,0,135
None,1995.10.5,Approach,Small,Day,0,0,0,140
None,1995.10.5,Approach,Small,Night,0,0,0,
None,1995.10.5,Approach,Small,Night,0,0,0,145
None,1995.10.6,Take-off run,Medium,Day,0,0,0,
None,1995.10.6,Climb,Small,Dawn,0,0,0,
Substantial,1995.10.6,Take-off run,Small,Day,0,0,0,110
None,1995.10.6,Take-off run,Small,Day,0,0,0,
None,1995.10.6,Climb,Small,Night,0,0,0,210
Minor,1995.10.7,Landing Roll,Large,Day,0,0,0,
None,1995.10.7,Approach,Medium,Day,0,0,0,139
None,1995.10.7,Approach,Medium,Night,0,0,0,
None,1995.10.7,Approach,Medium,Night,0,0,0,200
None,1995.10.7,Climb,Small,Day,0,0,0,230
None,1995.10.7,Approach,Small,Night,0,0,0,240
None,1995.10.8,Climb,Medium,Night,0,0,0,
Minor,1995.10.8,Approach,Small,Day,6099,4574,10673,120
None,1995.10.8,Approach,Small,Day,0,0,0,135
None,1995.10.9,Climb,Medium,Night,0,0,0,135
Substantial,1995.10.10,Climb,Large,Dusk,4574,1524631,1529205,195
None,1995.10.10,Approach,Medium,Day,0,0,0,130
None,1995.10.10,Descent,Medium,Day,0,0,0,250
None,1995.10.10,Approach,Medium,Night,0,0,0,120
None,1995.10.10,Landing Roll,Small,Day,0,0,0,
Minor,1995.10.11,Descent,Large,Day,0,0,0,310
None,1995.10.11,Approach,Small,Day,0,0,0,140
None,1995.10.11,Approach,Small,Night,0,0,0,200
None,1995.10.12,Take-off run,Medium,Day,0,0,0,95
None,1995.10.13,Descent,Small,Dawn,0,0,0,210
None,1995.10.14,Approach,Medium,Day,0,0,0,
None,1995.10.14,Approach,Small,Dawn,0,0,0,130
None,1995.10.14,Approach,Small,Day,0,0,0,160
None,1995.10.14,Approach,Small,Day,0,0,0,130
None,1995.10.14,Climb,Small,Day,0,0,0,200
Minor,1995.10.16,Landing Roll,Large,Night,0,0,0,
None,1995.10.16,Climb,Medium,Day,0,0,0,250
None,1995.10.16,Take-off run,Small,Day,0,0,0,120
None,1995.10.16,Approach,Small,Night,0,0,0,230
None,1995.10.17,Approach,Medium,Day,0,0,0,120
None,1995.10.17,Approach,Medium,Night,0,0,0,220
None,1995.10.17,Climb,Medium,Night,0,0,0,
None,1995.10.17,Descent,Medium,Night,0,0,0,210
None,1995.10.17,Approach,Small,Day,0,0,0,120
None,1995.10.18,Approach,Large,Day,0,0,0,120
None,1995.10.18,Approach,Medium,Night,0,0,0,140
None,1995.10.19,Approach,Large,Night,0,0,0,135
None,1995.10.19,Approach,Small,Night,0,0,0,155
None,1995.10.19,Approach,Small,Night,0,0,0,180
None,1995.10.19,Landing Roll,Small,Night,0,0,0,130
None,1995.10.20,Landing Roll,Small,Day,0,0,0,
None,1995.10.20,Take-off run,Small,Day,0,0,0,
Minor,1995.10.21,Climb,Medium,Night,0,0,0,160
None,1995.10.21,Approach,Small,Night,0,0,0,135
None,1995.10.22,Approach,Small,Day,0,0,0,140
None,1995.10.24,Approach,Small,Day,0,0,0,
Minor,1995.10.25,Approach,Large,Dawn,0,0,0,210
None,1995.10.25,Approach,Medium,Night,0,0,0,
None,1995.10.25,Approach,Medium,Night,0,0,0,250
None,1995.10.25,Approach,Medium,Night,0,0,0,
None,1995.10.25,Descent,Medium,Night,0,0,0,240
None,1995.10.25,Approach,Small,Night,0,0,0,145
None,1995.10.25,Approach,Small,Night,0,0,0,200
None,1995.10.25,Approach,Small,Night,0,0,0,180
None,1995.10.25,Approach,Small,Night,0,0,0,210
None,1995.10.25,Climb,Small,Night,0,0,0,
None,1995.10.25,Descent,Small,Night,0,0,0,170
None,1995.10.26,Approach,Medium,Night,0,0,0,150
None,1995.10.26,Approach,Medium,Night,0,0,0,200
None,1995.10.26,Approach,Medium,Night,0,0,0,190
None,1995.10.26,Descent,Medium,Night,0,0,0,250
None,1995.10.26,Descent,Medium,Night,0,0,0,250
None,1995.10.26,Approach,Small,Night,0,0,0,200
None,1995.10.27,Climb,Large,Day,0,0,0,
None,1995.10.27,Landing Roll,Medium,Day,0,0,0,
None,1995.10.27,Landing Roll,Medium,Day,0,0,0,
None,1995.10.27,Landing Roll,Medium,Day,0,0,0,137
None,1995.10.27,Take-off run,Medium,Day,0,0,0,
None,1995.10.27,Approach,Medium,Night,0,0,0,210
None,1995.10.27,Climb,Medium,Night,0,0,0,
None,1995.10.27,Climb,Small,Night,0,0,0,200
None,1995.10.28,Descent,Medium,Dusk,0,0,0,250
None,1995.10.28,Approach,Medium,Night,0,0,0,
None,1995.10.28,Landing Roll,Small,Day,0,0,0,125
None,1995.10.28,Climb,Small,Night,0,0,0,200
None,1995.10.29,Approach,Medium,Night,0,0,0,170
None,1995.10.29,Approach,Small,Day,0,0,0,140
None,1995.10.30,Take-off run,Medium,Day,0,0,0,135
None,1995.10.30,Take-off run,Small,Day,0,0,0,
Minor,1995.10.31,Landing Roll,Medium,Day,0,0,0,
None,1995.10.31,Climb,Small,Day,0,0,0,150
Minor,1995.11.1,Approach,Large,Night,0,0,0,190
None,1995.11.1,Landing Roll,Small,Day,0,0,0,
None,1995.11.1,Approach,Small,Night,0,0,0,
None,1995.11.2,Approach,Medium,Night,0,0,0,
Minor,1995.11.2,Approach,Small,Day,0,152,152,120
None,1995.11.2,Landing Roll,Small,Day,0,0,0,100
None,1995.11.2,Landing Roll,Small,Day,0,0,0,100
None,1995.11.2,Take-off run,Small,Day,0,0,0,
None,1995.11.2,Approach,Small,Dusk,0,0,0,
None,1995.11.3,Take-off run,Medium,Day,0,0,0,
None,1995.11.3,Descent,Medium,Night,0,0,0,210
None,1995.11.3,Approach,Small,Day,0,0,0,135
None,1995.11.4,Take-off run,Medium,Dawn,0,0,0,
None,1995.11.4,Landing Roll,Medium,Day,0,0,0,
None,1995.11.4,Approach,Medium,Night,0,0,0,140
None,1995.11.4,Climb,Medium,Night,0,0,0,200
None,1995.11.4,Take-off run,Medium,Night,0,0,0,
None,1995.11.5,Landing Roll,Medium,Day,0,0,0,80
None,1995.11.5,Approach,Medium,Night,0,0,0,140
None,1995.11.5,Climb,Small,Day,0,0,0,160
Substantial,1995.11.5,Climb,Small,Night,0,0,0,200
None,1995.11.6,Climb,Medium,Night,0,0,0,250
None,1995.11.6,Approach,Small,Night,0,0,0,100
None,1995.11.6,Approach,Small,Night,0,0,0,140
None,1995.11.7,Landing Roll,Medium,Night,0,0,0,135
None,1995.11.7,Landing Roll,Small,Day,0,0,0,120
None,1995.11.7,Approach,Small,Night,0,0,0,140
None,1995.11.8,Approach,Large,Day,0,0,0,
None,1995.11.8,Climb,Large,Night,0,0,0,210
None,1995.11.9,Take-off run,Medium,Day,0,0,0,
None,1995.11.9,Climb,Medium,Night,0,0,0,
None,1995.11.9,Climb,Small,Dusk,0,0,0,170
None,1995.11.9,Climb,Small,Night,0,0,0,160
Substantial,1995.11.10,Climb,Small,Day,0,0,0,210
None,1995.11.11,Approach,Large,Day,0,0,0,140
None,1995.11.11,Landing Roll,Medium,Dusk,0,0,0,
None,1995.11.12,Take-off run,Medium,Day,0,0,0,145
None,1995.11.13,Approach,Medium,Night,0,0,0,210
None,1995.11.13,Approach,Small,Night,0,0,0,140
None,1995.11.13,Climb,Small,Night,0,0,0,240
None,1995.11.16,Approach,Medium,Dawn,0,0,0,200
None,1995.11.16,Approach,Medium,Day,0,0,0,130
None,1995.11.16,Take-off run,Medium,Day,0,0,0,
None,1995.11.16,Approach,Medium,Night,0,0,0,180
None,1995.11.17,Descent,Medium,Night,0,0,0,150
None,1995.11.18,Climb,Medium,Night,0,0,0,250
Substantial,1995.11.18,Take-off run,Small,Day,0,0,0,100
None,1995.11.18,Landing Roll,Small,Day,0,0,0,110
None,1995.11.18,Take-off run,Small,Day,0,0,0,120
None,1995.11.18,Take-off run,Small,Dusk,0,0,0,135
Minor,1995.11.19,Landing Roll,Large,Night,0,0,0,
None,1995.11.21,Landing Roll,Small,Dusk,0,0,0,90
None,1995.11.22,Take-off run,Large,Day,0,0,0,
Minor,1995.11.23,Approach,Small,Day,0,0,0,150
None,1995.11.24,Take-off run,Medium,Night,0,0,0,140
None,1995.11.24,Climb,Small,Day,0,0,0,170
Minor,1995.11.25,Take-off run,Medium,Day,0,0,0,
None,1995.11.27,Take-off run,Medium,Day,0,0,0,145
None,1995.11.30,Approach,Medium,Day,0,0,0,135
Medium,1995.11.30,Climb,Small,Dawn,0,0,0,150
None,1995.12.2,Take-off run,Small,Night,0,0,0,132
None,1995.12.5,Approach,Medium,Day,0,0,0,130
None,1995.12.6,Approach,Medium,Night,0,0,0,90
None,1995.12.6,Approach,Small,Day,0,0,0,135
None,1995.12.7,Approach,Medium,Night,0,0,0,
Medium,1995.12.9,Approach,Medium,Day,0,0,0,
None,1995.12.9,Approach,Medium,Day,0,0,0,141
None,1995.12.9,Climb,Small,Day,0,0,0,160
Substantial,1995.12.10,Approach,Large,Night,0,0,0,210
Minor,1995.12.10,Approach,Large,Night,0,0,0,140
None,1995.12.10,Landing Roll,Medium,Night,0,0,0,100
Substantial,1995.12.12,Approach,Medium,Day,0,0,0,
None,1995.12.12,Take-off run,Medium,Day,0,0,0,140
Minor,1995.12.13,Approach,Large,Night,0,0,0,145
None,1995.12.14,Approach,Small,Dusk,0,0,0,130
Minor,1995.12.16,Climb,Medium,Day,0,0,0,150
None,1995.12.16,Approach,Small,Night,0,0,0,220
None,1995.12.16,Take-off run,Small,Night,0,0,0,
Minor,1995.12.18,Approach,Large,Day,0,0,0,160
None,1995.12.18,Landing Roll,Medium,Dawn,0,0,0,120
None,1995.12.18,Approach,Small,Day,0,0,0,132
None,1995.12.19,Take-off run,Small,Day,0,0,0,
None,1995.12.19,Landing Roll,Small,Night,0,0,0,
None,1995.12.19,Landing Roll,Small,Night,0,0,0,
Substantial,1995.12.20,Take-off run,Small,Day,0,457389,457389,90
None,1995.12.21,Climb,Medium,Day,0,0,0,
None,1995.12.22,Take-off run,Small,Day,0,0,0,130
None,1995.12.24,Take-off run,Medium,Day,0,0,0,130
None,1995.12.24,Approach,Medium,Night,0,0,0,135
None,1995.12.26,Climb,Large,Dawn,0,0,0,160
Minor,1995.12.28,Landing Roll,Large,Night,0,0,0,
None,1995.12.28,Approach,Medium,Day,0,0,0,140
None,1995.12.29,Approach,Medium,Day,0,0,0,
None,1995.12.30,Approach,Medium,Night,0,0,0,
None,1995.12.30,Climb,Small,Day,0,0,0,160
None,1995.12.31,Approach,Large,Day,0,0,0,140
None,1995.12.31,Approach,Small,Night,0,0,0,180
Substantial,1996.1.2,Climb,Medium,Day,1856,2970,4826,80
Substantial,1996.1.2,Approach,Medium,Night,0,0,0,210
None,1996.1.2,Climb,Small,Night,0,0,0,180
None,1996.1.3,Approach,Large,Day,0,0,0,140
Minor,1996.1.3,Approach,Medium,Night,0,0,0,135
Minor,1996.1.3,Approach,Small,Day,0,0,0,120
None,1996.1.4,Approach,Large,Day,0,0,0,140
None,1996.1.5,Approach,Medium,Night,0,0,0,150
None,1996.1.5,Climb,Small,Dawn,0,0,0,155
None,1996.1.8,Approach,Medium,Night,0,0,0,130
None,1996.1.9,Approach,Medium,Day,0,0,0,
None,1996.1.9,Approach,Medium,Night,0,0,0,
None,1996.1.9,Approach,Small,Day,0,0,0,100
None,1996.1.10,Take-off run,Medium,Night,0,0,0,80
None,1996.1.11,Approach,Medium,Day,0,0,0,140
None,1996.1.11,Approach,Medium,Day,0,0,0,130
None,1996.1.11,Approach,Small,Dawn,0,0,0,140
None,1996.1.12,Approach,Medium,Day,0,0,0,
None,1996.1.13,Climb,Small,Dawn,0,0,0,180
None,1996.1.14,Landing Roll,Medium,Night,0,0,0,
None,1996.1.14,Approach,Small,Dawn,0,0,0,135
None,1996.1.17,Take-off run,Medium,Day,0,0,0,
None,1996.1.17,Approach,Small,Dawn,0,0,0,125
None,1996.1.19,Climb,Medium,Dawn,0,0,0,150
Substantial,1996.1.19,Climb,Medium,Day,0,0,0,
None,1996.1.19,Approach,Medium,Day,0,0,0,132
None,1996.1.19,Approach,Medium,Night,0,0,0,122
None,1996.1.19,Approach,Small,Dawn,0,0,0,110
None,1996.1.23,Take-off run,Small,Day,0,0,0,100
None,1996.1.24,Climb,Small,Dawn,0,0,0,160
None,1996.1.25,Take-off run,Large,Night,0,0,0,
None,1996.1.26,Climb,Medium,Dawn,0,0,0,
None,1996.1.26,Take-off run,Medium,Day,0,0,0,
Substantial,1996.1.27,Climb,Medium,Day,0,0,0,150
None,1996.1.27,Approach,Small,Day,0,0,0,140
None,1996.1.29,Approach,Medium,Night,0,0,0,
None,1996.1.29,Approach,Small,Night,0,0,0,115
None,1996.1.30,Approach,Medium,Dawn,0,0,0,
None,1996.1.30,Climb,Medium,Night,0,0,0,180
None,1996.1.30,Approach,Small,Day,0,0,0,190
None,1996.1.30,Climb,Small,Day,0,0,0,130
None,1996.1.31,Approach,Large,Day,0,0,0,140
None,1996.1.31,Approach,Medium,Day,0,0,0,145
None,1996.1.31,Take-off run,Medium,Night,0,0,0,120
None,1996.2.4,Climb,Medium,Day,0,0,0,
None,1996.2.12,Approach,Medium,Night,0,0,0,140
None,1996.2.12,Approach,Small,Day,0,0,0,120
None,1996.2.20,Take-off run,Medium,Dusk,0,0,0,130
None,1996.2.21,Climb,Medium,Day,0,0,0,170
None,1996.2.21,Take-off run,Medium,Day,0,0,0,175
None,1996.2.22,Landing Roll,Small,Dawn,0,0,0,120
Minor,1996.2.23,Approach,Medium,Dusk,0,0,0,
None,1996.2.24,Approach,Small,Day,0,0,0,150
None,1996.2.25,Approach,Large,Day,0,0,0,160
Substantial,1996.2.25,Approach,Large,Night,0,0,0,150
None,1996.2.25,Descent,Large,Night,0,0,0,220
None,1996.2.26,Climb,Medium,Dusk,0,0,0,110
Minor,1996.2.28,Landing Roll,Medium,Day,0,0,0,110
None,1996.2.28,Approach,Medium,Day,0,0,0,135
None,1996.2.28,Approach,Medium,Night,0,0,0,
None,1996.2.28,Climb,Small,Dawn,0,0,0,165
None,1996.3.2,Climb,Medium,Day,0,0,0,160
None,1996.3.2,Take-off run,Medium,Day,0,0,0,
None,1996.3.3,Approach,Medium,Night,0,0,0,140
None,1996.3.3,Climb,Small,Day,0,0,0,210
None,1996.3.4,Landing Roll,Small,Night,0,0,0,100
Medium,1996.3.7,Approach,Large,Night,0,0,0,130
None,1996.3.7,Climb,Medium,Day,0,0,0,
None,1996.3.7,Approach,Small,Day,0,0,0,
None,1996.3.7,Take-off run,Small,Day,0,0,0,130
None,1996.3.9,Landing Roll,Medium,Day,0,0,0,
Minor,1996.3.11,Climb,Large,Day,0,0,0,180
None,1996.3.11,Approach,Large,Night,0,0,0,200
None,1996.3.11,Approach,Medium,Day,0,0,0,166
None,1996.3.11,Take-off run,Medium,Day,0,0,0,
None,1996.3.11,Take-off run,Medium,Night,0,0,0,130
None,1996.3.12,Approach,Small,Day,0,0,0,140
None,1996.3.13,Landing Roll,Small,Day,0,0,0,150
None,1996.3.14,Approach,Medium,Day,0,0,0,160
Minor,1996.3.16,Approach,Large,Day,0,0,0,140
Substantial,1996.3.16,Take-off run,Medium,Day,0,0,0,128
None,1996.3.17,Approach,Large,Day,0,0,0,140
None,1996.3.17,Approach,Medium,Night,0,0,0,
None,1996.3.20,Approach,Medium,Day,0,0,0,
None,1996.3.21,Take-off run,Medium,Dusk,0,0,0,15
None,1996.3.21,Landing Roll,Small,Day,0,0,0,
None,1996.3.22,Landing Roll,Medium,Day,0,0,0,110
None,1996.3.22,Approach,Small,Day,0,0,0,130
None,1996.3.23,Landing Roll,Medium,Dawn,0,0,0,130
Minor,1996.3.24,Approach,Large,Night,0,0,0,250
None,1996.3.24,Approach,Large,Night,0,0,0,170
None,1996.3.24,Approach,Small,Day,0,0,0,140
Minor,1996.3.26,Approach,Medium,Night,0,0,0,
None,1996.3.29,Take-off run,Medium,Day,0,0,0,90
Substantial,1996.3.31,Take-off run,Large,Day,0,0,0,128
Substantial,1996.3.31,Climb,Medium,Day,0,0,0,
None,1996.4.1,Take-off run,Medium,Day,0,0,0,
None,1996.4.1,Take-off run,Medium,Day,0,0,0,
None,1996.4.2,Descent,Medium,Night,0,0,0,210
None,1996.4.3,Climb,Medium,Day,0,0,0,250
None,1996.4.3,Take-off run,Medium,Dusk,0,0,0,
None,1996.4.3,Approach,Medium,Night,0,0,0,
None,1996.4.3,Climb,Small,Dawn,0,0,0,140
None,1996.4.7,Take-off run,Small,Day,0,0,0,
None,1996.4.9,Take-off run,Medium,Day,0,0,0,
None,1996.4.11,Climb,Small,Dusk,0,0,0,
None,1996.4.11,Take-off run,Small,Night,0,0,0,150
None,1996.4.12,Approach,Medium,Night,0,0,0,140
None,1996.4.13,Climb,Small,Day,0,0,0,175
None,1996.4.15,Approach,Large,Night,0,0,0,210
None,1996.4.15,Landing Roll,Medium,Day,0,0,0,
None,1996.4.15,Descent,Small,Night,0,0,0,210
None,1996.4.16,Climb,Small,Day,0,0,0,160
None,1996.4.17,Approach,Medium,Day,0,0,0,150
None,1996.4.17,Landing Roll,Medium,Night,0,0,0,120
None,1996.4.17,Approach,Small,Day,0,0,0,140
None,1996.4.18,Take-off run,Medium,Dawn,0,0,0,
None,1996.4.19,Take-off run,Medium,Day,0,0,0,
None,1996.4.21,Approach,Small,Day,0,0,0,130
None,1996.4.21,Take-off run,Small,Day,0,0,0,
None,1996.4.21,Approach,Small,Night,0,0,0,185
None,1996.4.22,Approach,Medium,Day,0,0,0,180
None,1996.4.23,Approach,Medium,Dawn,0,0,0,130
None,1996.4.23,Approach,Medium,Night,0,0,0,136
None,1996.4.23,Approach,Small,Day,0,0,0,135
Medium,1996.4.25,Climb,Medium,Night,0,0,0,200
None,1996.4.25,Approach,Small,Day,0,0,0,135
None,1996.4.26,Climb,Large,Night,0,0,0,210
None,1996.4.26,Approach,Medium,Dusk,0,0,0,190
None,1996.4.26,Approach,Small,Night,0,0,0,130
None,1996.4.27,Approach,Small,Night,0,0,0,
None,1996.4.28,Take-off run,Large,Day,0,0,0,
None,1996.4.28,Climb,Medium,Day,0,0,0,280
None,1996.4.28,Descent,Medium,Day,0,0,0,180
Substantial,1996.4.30,Approach,Medium,Day,59399,22275,81674,
None,1996.5.2,Approach,Large,Night,0,0,0,
None,1996.5.2,Approach,Medium,Day,0,0,0,125
None,1996.5.2,Approach,Small,Night,0,0,0,200
None,1996.5.2,Landing Roll,Small,Night,0,0,0,
None,1996.5.3,Climb,Medium,Day,0,0,0,250
None,1996.5.3,Take-off run,Small,Day,0,0,0,120
None,1996.5.4,Landing Roll,Medium,Dawn,0,0,0,
Medium,1996.5.5,Descent,Large,Dusk,0,0,0,300
None,1996.5.5,Approach,Small,Night,0,0,0,135
None,1996.5.6,Approach,Small,Day,0,0,0,120
None,1996.5.6,Climb,Small,Day,0,0,0,100
None,1996.5.7,Landing Roll,Medium,Day,0,0,0,
Minor,1996.5.7,Descent,Medium,Night,0,0,0,
None,1996.5.7,Approach,Medium,Night,0,0,0,160
None,1996.5.7,Landing Roll,Small,Day,0,0,0,140
None,1996.5.7,Approach,Small,Night,0,0,0,130
None,1996.5.8,Approach,Large,Night,0,0,0,200
None,1996.5.8,Approach,Small,Day,0,0,0,135
None,1996.5.8,Approach,Small,Day,0,0,0,150
None,1996.5.8,Climb,Small,Day,0,0,0,
None,1996.5.9,Approach,Small,Night,0,0,0,138
None,1996.5.10,Approach,Medium,Night,0,0,0,170
None,1996.5.10,Take-off run,Small,Day,0,0,0,150
None,1996.5.10,Approach,Small,Night,0,0,0,170
None,1996.5.11,Descent,Medium,Day,0,0,0,320
None,1996.5.11,Approach,Medium,Night,0,0,0,
